seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
SNMOT-060,0.7013769173034512,0.7854467648346554,0.5508942306256993,0.7013769173034512,0.7005107331347604,0.6990174806638293,0.6967892379541458,0.6949574610534084,0.6925774036288725,0.6881050599711153,0.6803444558335192,0.6697233119602495,0.6574787496221814,0.637441845673708,0.6024522994841791,0.551956994878258,0.4917854705647466,0.40203304058311473,0.2964549518225995,0.18533518775305183,0.08387005491049895,0.014770663444393628,0.5340516484336886,0.916154873164219,0.9144508670520232,0.9119005328596803,0.9078341013824884,0.9044585987261147,0.8997529121073068,0.8910751932536893,0.8762419382952763,0.8598704103671706,0.8428351309707242,0.8145650708024275,0.7667624128026261,0.6985955499447688,0.615852285521279,0.49926875130580123,0.3607230895645029,0.21978582355940846,0.09613034623217923,0.015567506368525332,0.6848329154884322,0.5369502412043764,0.5366229120859729,0.5358319473082211,0.5348061296544776,0.5339833944351166,0.5331057599957002,0.5313676972971795,0.5282428954312728,0.5216243159146279,0.5128859611094715,0.4988332070458482,0.4733523280401102,0.43609857551930237,0.39271259479678056,0.32373459243698177,0.24363713053756292,0.15628456496046184,0.07317341907518736,0.014014607954723653,0.41669801446333554,0.9204149154967362,0.9195207010641152,0.9181793794151838,0.9160332647768935,0.9142448359116516,0.9117410355003129,0.9070911204506841,0.8990431905570956,0.8900116247876241,0.88044353035858,0.8641688276848788,0.8354645443977465,0.7917374586425825,0.7337029419654834,0.6410623267459536,0.5103281766967719,0.3468657784136636,0.16882768487883396,0.029509076276491103,0.7367573902116465,0.9949734171097149,0.9940067665538908,0.9925567907201547,0.9902368293861769,0.9883035282745287,0.9855969067182213,0.9805703238279362,0.9718704688255195,0.9621072982116965,0.9517641372643789,0.9341710971483809,0.9031416143064283,0.8558724021266312,0.7931367810536492,0.6929917834702755,0.5516674722087965,0.3749637506041566,0.18250362493958433,0.031899468342194294,0.7964386558469639,0.558475223108808,0.5582718480825785,0.5578050264363169,0.5572195716360626,0.5567742619339378,0.5563726087625811,0.5556348246328443,0.5542340610452698,0.550344816679923,0.5449391251380703,0.5361683147217694,0.5189417896834991,0.4926019362729247,0.45955076761810515,0.4012914153508434,0.3246927437688223,0.22652616204977014,0.11469913567298608,0.023702851408940444,0.4551708675791607,0.9000830485321778,0.8993570899229657,0.8983800663275701,0.897389434892372,0.8960587047951581,0.8942579432919102,0.8906535885264222,0.8859689421083067,0.8783561429543374,0.8698312168899331,0.8556398503806498,0.8289075635398663,0.7886672981702387,0.735665917427847,0.6501248600307515,0.5260068603602516,0.36821096472092935,0.1901123933410509,0.03793778875478718,0.7311373513140803,0.7854467648346554,0.7861343444448329,0.7870957768305117,0.7885244523161696,0.7896280511297364,0.7910273737048129,0.7934171943771323,0.7971408327978411,0.8009162500335391,0.8044489751661773,0.8096561189196071,0.8176772869006428,0.8282715865231732,0.8402534071430634,0.8567552235737699,0.8773128332040215,0.9015471865373982,0.928922492261319,0.9616485190925876,0.8287276141995259,0.7030056976185031,0.7024499101917239,0.7014198777125524,0.6999287142060152,0.6987070636718079,0.6971760162610738,0.6942614204408872,0.6891394474978556,0.681360187372223,0.6719874450245157,0.6565638641770495,0.6288633294171663,0.5876015468830071,0.5367815068994988,0.4555590533353547,0.3526115321467349,0.23282991061942915,0.11114719491346864,0.020336128813544116,0.5537752551159163,10293.0,10283.0,10268.0,10244.0,10224.0,10196.0,10144.0,10054.0,9953.0,9846.0,9664.0,9343.0,8854.0,8205.0,7169.0,5707.0,3879.0,1888.0,330.0,8239.157894736842,890.0,900.0,915.0,939.0,959.0,987.0,1039.0,1129.0,1230.0,1337.0,1519.0,1840.0,2329.0,2978.0,4014.0,5476.0,7304.0,9295.0,10853.0,2943.842105263158,52.0,62.0,77.0,101.0,121.0,149.0,201.0,291.0,392.0,499.0,681.0,1002.0,1491.0,2140.0,3176.0,4638.0,6466.0,8457.0,10015.0,2105.842105263158,0.8346597514083878,0.8041534800836215,0.8478047035679156,0.8864347670571403,0.9582406959884002,0.84,0.16,0.0,0.6610545871473612,0.9209401709401709,0.576,0.8476108989238355,7971.573448068941,9913,1270,432,147,21,4,0,338.0,750,0.6498513563730955,0.6255029956183493,0.6761720637989367,6995,4188,3350,10345,11183,64,25
SNMOT-061,0.5958159373940506,0.72691812865712,0.43310940623457106,0.5958159373940506,0.5952795528356959,0.5916097946801796,0.586947162895026,0.5825573975025173,0.5743848451015722,0.564923745364046,0.5520816281793788,0.5377904241661688,0.5211539577309237,0.4917517062247851,0.4568286935828915,0.4092168925284304,0.35567880470231034,0.2885139331022746,0.21049154932346556,0.13247537779528284,0.05926567701222641,0.009214332865038232,0.4271569164729612,0.9040598775232479,0.9010416666666666,0.8916178458765209,0.8795477443188179,0.8657628625402822,0.843231968382918,0.8172962441822708,0.7857902573920442,0.7507820646506778,0.7162424614126546,0.6678255686897785,0.6113243761996161,0.5399431349169953,0.4579715178881556,0.36559577063847093,0.2588094167041535,0.15546073910949004,0.06528773554977477,0.00889316187958178,0.6045518112906378,0.3926693796270396,0.39327564876681553,0.3925472676216439,0.39168649371880315,0.3919931612556501,0.3912540826874092,0.39048122433922283,0.3878822895880305,0.38522302801598596,0.3792032199863189,0.3621001529627246,0.3413776113068112,0.3101409283708517,0.2762342354778479,0.22768395118131207,0.1711942822669399,0.11288847475273325,0.05379908557311971,0.009547102739989308,0.30322008527574995,0.9111898502686021,0.9095896673905589,0.9045605212024231,0.8980454909132473,0.8905017716310435,0.8779289061607041,0.8630700651503029,0.8444393644987999,0.8229511944222196,0.8008915304606241,0.7684306777917477,0.7280832095096582,0.6728769002171677,0.6028117499142759,0.5137730026288718,0.3945593782146531,0.25820093724997145,0.11761344153617556,0.016916218996456737,0.6734965199030265,0.9914189777390872,0.9896779007586121,0.9842059445342619,0.9771172739708991,0.9689093396343739,0.9552294490734983,0.9390623056833727,0.9187911951249844,0.8954110185300336,0.8714090287277702,0.8360900385524188,0.7921900261161547,0.732122870289765,0.6558885710732496,0.5590100733739585,0.4292998383285661,0.28093520706379804,0.1279691580649173,0.01840567093645069,0.7327970467145355,0.40616213922138766,0.40679443575292396,0.4066054416241761,0.4062030604496319,0.4067229938836866,0.40672652055735137,0.40682877521549193,0.4059306000820866,0.40486844537297517,0.4013292198627981,0.3891377717650692,0.37417474410156176,0.3494057908729723,0.32102864528681896,0.2770739628219035,0.2208153466853094,0.15398014973009375,0.07699564158703642,0.013549329606040371,0.3281227902357534,0.8397613796300832,0.839965497614993,0.8366875871665722,0.8329925667700275,0.8310765274250599,0.8248618643652976,0.8190630022361383,0.8126823041500111,0.803902346972556,0.7921811013630005,0.7709018110292241,0.7438527487817331,0.6999358236105278,0.6442825003025885,0.5655304533659445,0.4564999925458011,0.32883279607241317,0.18172893294033418,0.04167964364684127,0.6666536252625866,0.72691812865712,0.7280631788173927,0.7313836443282202,0.7354204237706913,0.7397384518908294,0.7463596510869004,0.7535873011382355,0.7619535451319097,0.7707563237391901,0.778856032715234,0.7895314982946359,0.8013349493812247,0.8156896324274012,0.8318784468658192,0.850364940256185,0.8729522673064677,0.8986813279111129,0.9273486876656447,0.960409700810875,0.801117270115531,0.5981608088360747,0.598096536149988,0.5958882118287131,0.5930870842766609,0.5908219736650032,0.5860829880184775,0.5805279112415036,0.5723137899090462,0.5630450701539796,0.551090416547448,0.5274930008726579,0.49854920208040016,0.4568223577197742,0.40806524340432826,0.3420202731547184,0.25989672865418606,0.1707275899960972,0.07954555679454271,0.012708299679002352,0.4518391075254001,7972.0,7958.0,7914.0,7857.0,7791.0,7681.0,7551.0,7388.0,7200.0,7007.0,6723.0,6370.0,5887.0,5274.0,4495.0,3452.0,2259.0,1029.0,148.0,5892.421052631579,777.0,791.0,835.0,892.0,958.0,1068.0,1198.0,1361.0,1549.0,1742.0,2026.0,2379.0,2862.0,3475.0,4254.0,5297.0,6490.0,7720.0,8601.0,2856.5789473684213,69.0,83.0,127.0,184.0,250.0,360.0,490.0,653.0,841.0,1034.0,1318.0,1671.0,2154.0,2767.0,3546.0,4589.0,5782.0,7012.0,7893.0,2148.5789473684213,0.6646473882729454,0.7785030429597967,0.6943650702937478,0.8067207680877815,0.877751523442358,0.6,0.4,0.0,0.4859611929603663,0.840738534842168,1.3106666666666666,0.6940890417935798,5494.674477210245,7058,1691,983,260,15,10,0,453.0,750,0.49076831447290054,0.4709109612527146,0.5123740828255192,4120,4629,3921,8041,8749,98,25
SNMOT-062,0.6404813427230048,0.7914742890113814,0.5069245153567451,0.6404813427230048,0.6403549312810951,0.6399112673253042,0.6387939050041241,0.6354972178633652,0.6305575751540559,0.6248651486843085,0.6181393872047521,0.6086852062481376,0.5974000090130841,0.5834780528789067,0.5627965997964676,0.5338870244090221,0.4824690192312706,0.40932531146194845,0.3206712728727595,0.21595355176646458,0.10965996761228647,0.020448593039713654,0.5007039675563195,0.935317064320058,0.9347904951931798,0.9333877107123436,0.9307629649742059,0.9222382411245269,0.9093350040275665,0.8945825932504441,0.8793938860012334,0.859571129707113,0.8388931988621671,0.8117197452229299,0.775974025974026,0.7240181024729271,0.641631396691035,0.5260748265255025,0.4006302934804018,0.257619524848199,0.12373577749683945,0.021793275217932753,0.701129960847507,0.4385853375555334,0.4386591863359457,0.4387099008807013,0.4384120000753645,0.43790931226147883,0.43724573872459155,0.4364677526549549,0.4344996117170305,0.43102620306894174,0.42542575294792756,0.41941401597648753,0.40818378211162887,0.39368539800146507,0.36278828579529915,0.31848551224166766,0.2566707184135242,0.1810264053084916,0.09718537952400126,0.01918688004085554,0.3586087986124153,0.9398359161349134,0.9395624430264358,0.9388331814038287,0.9374658158614403,0.9329990884229717,0.92616226071103,0.9182315405651778,0.9099361896080219,0.8989061075660894,0.8871467639015497,0.871285323609845,0.8496809480401094,0.8166818596171377,0.7600729261622607,0.6703737465815861,0.5562443026435734,0.398359161349134,0.21412944393801275,0.0414767547857794,0.7582833565225736,0.9948856508732993,0.9945961594132973,0.9938241821866255,0.9923767248866159,0.987648364373251,0.9804110778732027,0.9720158255331468,0.9632345845797549,0.9515584290263437,0.9391102962462607,0.9223197915661488,0.8994499662259964,0.8645179967190968,0.8045932644986973,0.7096400656180643,0.5888256296439255,0.421692560069478,0.22667181318151114,0.043906204766959375,0.802698873014825,0.4740195467586296,0.47407850087094405,0.4740885411872547,0.473983956494494,0.47373682174646803,0.47342261423898174,0.4734228215851223,0.4721120351000934,0.4698882816239822,0.4660468640203466,0.4619727878976218,0.45391788989773446,0.44307959777441236,0.42010982336809016,0.38372759693845243,0.3278178992147783,0.24978215622605152,0.14716650258781708,0.031750346981845125,0.40232234655332205,0.8266378419031659,0.8266279150047514,0.8266078276521072,0.8254526915928909,0.8238317559944047,0.8209303805608793,0.8168914053650688,0.8137667041410048,0.8070806413003231,0.7992085301694133,0.7904409990278987,0.7744660663415588,0.7502265744446468,0.7045759384857968,0.6347296477692833,0.538060247355302,0.4018671005495783,0.2340874009966057,0.053563919689408934,0.6878449257023205,0.7914742890113814,0.791680781348736,0.7921977458653066,0.7930963313006323,0.7957882451417426,0.7996190982290478,0.8036891053490798,0.8075930585176009,0.8122861081414339,0.8167502787516003,0.8220469203797492,0.8282920797758017,0.836411534362961,0.8482218002269534,0.8645484888060966,0.8827362321407405,0.9051627778034828,0.9307951831793264,0.9620367974911708,0.8360224660959391,0.6420266758670118,0.6419873026546472,0.641775203601064,0.6410899026923583,0.6391940152660147,0.6363650696443293,0.6330706571366108,0.6287820934727386,0.6224564936280231,0.6143411755760264,0.604507466154537,0.5889193348491848,0.5670235647166257,0.5251148007453451,0.4620652833457653,0.37785132628185353,0.2685396190522715,0.14425758654704826,0.028210096039516245,0.5214514561721565,10310.0,10307.0,10299.0,10284.0,10235.0,10160.0,10073.0,9982.0,9861.0,9732.0,9558.0,9321.0,8959.0,8338.0,7354.0,6102.0,4370.0,2349.0,455.0,8318.368421052632,660.0,663.0,671.0,686.0,735.0,810.0,897.0,988.0,1109.0,1238.0,1412.0,1649.0,2011.0,2632.0,3616.0,4868.0,6600.0,8621.0,10515.0,2651.6315789473683,53.0,56.0,64.0,79.0,128.0,203.0,290.0,381.0,502.0,631.0,805.0,1042.0,1404.0,2025.0,3009.0,4261.0,5993.0,8014.0,9908.0,2044.6315789473683,0.8163172288058341,0.8166407359672953,0.8349134001823154,0.8897903372835004,0.941908713692946,0.8695652173913043,0.13043478260869565,0.0,0.6531659274181193,0.9151080485632588,0.8026666666666666,0.8347028596018754,7971.230223776769,9761,1209,602,204,20,3,0,378.0,750,0.5705714151783622,0.5547857793983592,0.5872816751905818,6086,4884,4277,10363,10970,75,23
SNMOT-063,0.6278561379896006,0.7416525314131128,0.46565109410324795,0.6278561379896006,0.6272696876006637,0.6268027040485814,0.6246239618917606,0.6215407581896363,0.6166019778841836,0.6061940387424909,0.5923463970978426,0.5762038658569998,0.557327192924233,0.5290651570309646,0.4942458570973949,0.4485013920760828,0.38734751468775774,0.31337804210394854,0.23366527218519456,0.15588220140476286,0.08344700445036303,0.017278057022400612,0.45997774843604544,0.9000615006150061,0.8973387922210849,0.895592596379998,0.8919167176974893,0.8832672965559281,0.8701573849878934,0.84484474522293,0.8143290594107859,0.7786413356361543,0.7386043894203714,0.6893283514080014,0.6297696500791279,0.561536517563811,0.47317809743304456,0.37037037037037035,0.26696739799056796,0.16930549422822178,0.08574942892286065,0.01639434148481193,0.6198607088225505,0.437973771505458,0.4384823930421281,0.43868342747656525,0.43743444430165757,0.4373680714742582,0.4369301527401011,0.4349570908557496,0.4308752709975411,0.4263977261845425,0.4205412321155618,0.4060618423897168,0.38788621717043026,0.358219799429742,0.31708588784799646,0.26515565263684115,0.204517329967422,0.14352316695664902,0.0812064014793978,0.018209408090339756,0.3432373308769526,0.907784554946759,0.9063372273338158,0.9054068024397808,0.9034425721079293,0.8987904476377546,0.89165719011682,0.8775974361625142,0.8601261242634136,0.8389331127881733,0.8141217822805747,0.7819704331644785,0.7405148351080326,0.6891347048485476,0.6155277576760054,0.517936524346118,0.4038044040111651,0.27747337950997625,0.15134911609635066,0.03091078259071643,0.684885220390996,0.9906362815884476,0.9890568592057761,0.9880415162454874,0.9858980144404332,0.9808212996389891,0.9730370036101083,0.9576940433212996,0.9386281588447654,0.9155009025270758,0.8884250902527075,0.8533393501805054,0.8081001805054152,0.7520306859205776,0.6717057761732852,0.5652075812274369,0.44065884476534295,0.302797833935018,0.1651624548736462,0.033731949458483755,0.747393359300779,0.45271090639734485,0.4532415916266119,0.45349897127352706,0.4526751221456625,0.4529962555617653,0.4533214724126861,0.45288911650435687,0.4512680812208759,0.44962044902016657,0.44707339647456756,0.43769523554425555,0.4259384501507007,0.40436202288460465,0.3717672076496899,0.32645633826532056,0.2659364311674853,0.19891287143494243,0.12060846510992287,0.028021890223019298,0.37363127763513193,0.8761326333043763,0.8758645789584739,0.8763116559014106,0.8745574542120356,0.871108106257498,0.8673178577639057,0.8582573891357944,0.8461174751616268,0.8336116319416821,0.8179089186844771,0.7952668985369726,0.7621268823898456,0.7199063626349215,0.6561489145244984,0.5681073657463557,0.4612867555342222,0.33904961038054465,0.2047408700276374,0.05809913643797087,0.6927326577649605,0.7416525314131128,0.7427045418038842,0.7433481323701757,0.7445667236986853,0.7472228687171225,0.7509860453137222,0.7578204375363274,0.7655166024653454,0.7741179097800602,0.7832522933379087,0.7938034688904234,0.8059388343265599,0.819302856867458,0.836445964910615,0.8572180116237139,0.8804547638159114,0.905698603339321,0.9316223754171604,0.9620868415888983,0.8075663056429688,0.6305440708185557,0.6304069450319364,0.6302277043695242,0.6286468798049444,0.6269786637061981,0.6241729826494827,0.6178326859075292,0.6087750626332052,0.5980962896673055,0.5851254373315093,0.563496543720592,0.5359435587341634,0.49685178449002393,0.44178633471145595,0.3705857486971836,0.2873760576969655,0.19955915958290654,0.11086260453945793,0.02372481937942047,0.48478912281433467,8781.0,8767.0,8758.0,8739.0,8694.0,8625.0,8489.0,8320.0,8115.0,7875.0,7564.0,7163.0,6666.0,5954.0,5010.0,3906.0,2684.0,1464.0,299.0,6624.894736842105,892.0,906.0,915.0,934.0,979.0,1048.0,1184.0,1353.0,1558.0,1798.0,2109.0,2510.0,3007.0,3719.0,4663.0,5767.0,6989.0,8209.0,9374.0,3048.1052631578946,83.0,97.0,106.0,125.0,170.0,239.0,375.0,544.0,749.0,989.0,1300.0,1701.0,2198.0,2910.0,3854.0,4958.0,6180.0,7400.0,8565.0,2239.1052631578946,0.6935800682311589,0.7826108164214357,0.7222164788586788,0.8192908094696578,0.8940658844765343,0.6666666666666666,0.3333333333333333,0.0,0.5154751080471289,0.855046663429897,1.252,0.7219639739719772,6202.190720139878,7925,1748,939,277,16,8,0,463.0,750,0.5478772185359012,0.524966401323271,0.5728790613718412,5078,4595,3786,8864,9673,100,24
SNMOT-064,0.45726972971919955,0.748553105476601,0.3422906762217528,0.45726972971919955,0.4559507220326301,0.4540587634212957,0.4509351467612389,0.4469535404256338,0.4414582329253751,0.4338729193339276,0.4257334326576966,0.41583929161871075,0.4025004257337751,0.3888440014303265,0.36853858474017487,0.3461136267811201,0.3176566455417078,0.2802938287578795,0.23258644274623463,0.170578062591142,0.08896142966098078,0.017099838012921777,0.3471181402574722,0.8405712193335775,0.8349273563554063,0.8263934307099775,0.8151812797919977,0.8012613774815451,0.7827351397361327,0.7582901916888205,0.7323545629997242,0.7037011930585684,0.6685255261236142,0.6331795438300084,0.5851781772311574,0.5348396946564885,0.47754262198706643,0.40801120448179273,0.3175193960998113,0.2130411699406342,0.1012619402331084,0.01609055993531433,0.5816108202986708,0.24875418157100976,0.24899299243176679,0.24948088038714242,0.24944452433508424,0.249316231773083,0.2489799697548936,0.2482502242473884,0.2474879857921684,0.24573258957024247,0.24233419126903205,0.23879428658380786,0.23210142436435915,0.22398233309986657,0.21130206982769187,0.1925550807839577,0.17037212218790695,0.1365786502461269,0.07815508915893793,0.01817242291403531,0.2095151184367632,0.8543356903609974,0.8512095273539263,0.8464458503907704,0.8401190919240789,0.8321548195013025,0.8213621138816524,0.8067733531819874,0.7908448083364347,0.7726832899144027,0.7495347971715668,0.7252698176404913,0.690584294752512,0.6518794194268701,0.6046148120580573,0.5420915519166356,0.4508373650911798,0.32854484555266095,0.1720133978414589,0.029624116114625978,0.6505748927585059,0.9811933663874166,0.977603009061378,0.972131988374081,0.9648657890237647,0.9557189263121901,0.9433236450675329,0.9265686442126859,0.9082749187895367,0.887416652419217,0.8608309112668833,0.8329628996409643,0.7931270302615832,0.7486749871772953,0.6943922037955206,0.6225850572747478,0.5177808172337152,0.3773294580270132,0.19755513763036417,0.034022909899128054,0.7471767553607904,0.2806555833383426,0.28091463390340615,0.28146888322259306,0.28162352918924644,0.2818412199569856,0.2819285969783334,0.28176156326785046,0.28162327554996686,0.28068638955758113,0.2785257547966607,0.27612098386909767,0.27072998613654276,0.26359238096760246,0.2512867539068326,0.2326278516874208,0.20884426333198472,0.17167802411766583,0.10616779052976691,0.026989863197617606,0.24310880671081572,0.6508021835072557,0.6509120371380593,0.6510161152398927,0.6494598643552382,0.6480707826772931,0.6458522088639017,0.641630675876048,0.6370292525248626,0.6297695032683681,0.6193913463345663,0.6082665226987688,0.5920942774019103,0.5748606600188069,0.5487773843768153,0.5083245128559565,0.4577950230159582,0.3808141529230161,0.23254120865438493,0.060882589778438835,0.5467521211320812,0.748553105476601,0.7510138211106917,0.7545288554958532,0.7588835941494934,0.7639797794327747,0.7704152892971178,0.7784587075818488,0.7865683251641975,0.7950626875631437,0.8048833357983353,0.8141890620607538,0.8261608421007167,0.8380784728540427,0.850745080032608,0.8650319659794069,0.8828834822193906,0.9038953482700633,0.9297119589999138,0.9613057544144478,0.8202289193684948,0.4609984549243669,0.46037507252487503,0.45953460800633156,0.4577806322572251,0.45548842339830636,0.45221976324799124,0.4475283966903618,0.44240771771000753,0.43574472543947174,0.4261899915537314,0.4161613733688286,0.4003568389021405,0.3821118596209975,0.3574302186949901,0.3230827797509622,0.2771463848802443,0.21183061995590877,0.11594706742661101,0.023202197449583774,0.36871248030541764,11478.0,11436.0,11372.0,11287.0,11180.0,11035.0,10839.0,10625.0,10381.0,10070.0,9744.0,9278.0,8758.0,8123.0,7283.0,6057.0,4414.0,2311.0,398.0,8740.473684210527,1957.0,1999.0,2063.0,2148.0,2255.0,2400.0,2596.0,2810.0,3054.0,3365.0,3691.0,4157.0,4677.0,5312.0,6152.0,7378.0,9021.0,11124.0,13037.0,4694.526315789473,220.0,262.0,326.0,411.0,518.0,663.0,859.0,1073.0,1317.0,1628.0,1954.0,2420.0,2940.0,3575.0,4415.0,5641.0,7284.0,9387.0,11300.0,2957.5263157894738,0.6040937848902121,0.8032051967525881,0.6502419054707853,0.7604763676963155,0.8733971619080184,0.5217391304347826,0.4782608695652174,0.0,0.45443598773510924,0.8130346556320376,1.9746666666666666,0.6500340609088576,8206.347495221193,10217,3218,1481,620,12,11,0,646.0,750,0.3673258266024748,0.3435802009676219,0.3945973670712942,4616,8819,7082,11698,13435,80,23
